# Energy (eV), Counts
1.050000015646219254e+02,1.185800000000000000e+04
1.052000015676021576e+02,1.144100000000000000e+04
1.054000015705823898e+02,1.158900000000000000e+04
1.056000015735626221e+02,1.170700000000000000e+04
1.058000015765428543e+02,1.136800000000000000e+04
1.060000015795230865e+02,1.099400000000000000e+04
1.062000015825033188e+02,1.068400000000000000e+04
1.064000015854835510e+02,1.068100000000000000e+04
1.066000015884637833e+02,1.039300000000000000e+04
1.068000015914440155e+02,1.062600000000000000e+04
1.070000015944242477e+02,1.066000000000000000e+04
1.072000015974044800e+02,1.050300000000000000e+04
1.074000016003847122e+02,1.058700000000000000e+04
1.076000016033649445e+02,1.045800000000000000e+04
1.078000016063451767e+02,1.030100000000000000e+04
1.080000016093254089e+02,1.035700000000000000e+04
1.082000016123056412e+02,1.005500000000000000e+04
1.084000016152858734e+02,1.010600000000000000e+04
1.086000016182661057e+02,1.055000000000000000e+04
1.088000016212463379e+02,1.034100000000000000e+04
1.090000016242265701e+02,1.002200000000000000e+04
1.092000016272068024e+02,9.898000000000000000e+03
1.094000016301870346e+02,9.608000000000000000e+03
1.096000016331672668e+02,9.632000000000000000e+03
1.098000016361474991e+02,9.936000000000000000e+03
1.100000016391277313e+02,9.856000000000000000e+03
1.102000016421079636e+02,9.808000000000000000e+03
1.104000016450881958e+02,1.022600000000000000e+04
1.106000016480684280e+02,9.983000000000000000e+03
1.108000016510486603e+02,1.006600000000000000e+04
1.110000016540288925e+02,1.011200000000000000e+04
1.112000016570091248e+02,1.032300000000000000e+04
1.114000016599893570e+02,1.044000000000000000e+04
1.116000016629695892e+02,1.027800000000000000e+04
1.118000016659498215e+02,1.061600000000000000e+04
1.120000016689300537e+02,1.030000000000000000e+04
1.122000016719102859e+02,1.029000000000000000e+04
1.124000016748905182e+02,1.060400000000000000e+04
1.126000016778707504e+02,1.052900000000000000e+04
1.128000016808509827e+02,1.040800000000000000e+04
1.130000016838312149e+02,1.057600000000000000e+04
1.132000016868114471e+02,1.052100000000000000e+04
1.134000016897916794e+02,1.074000000000000000e+04
1.136000016927719116e+02,1.081500000000000000e+04
1.138000016957521439e+02,1.100900000000000000e+04
1.140000016987323761e+02,1.124600000000000000e+04
1.142000017017126083e+02,1.112500000000000000e+04
1.144000017046928406e+02,1.065700000000000000e+04
1.146000017076730728e+02,1.068000000000000000e+04
1.148000017106533051e+02,1.113800000000000000e+04
1.150000017136335373e+02,1.119900000000000000e+04
1.152000017166137695e+02,1.100200000000000000e+04
1.154000017195940018e+02,1.100100000000000000e+04
1.156000017225742340e+02,1.101600000000000000e+04
1.158000017255544662e+02,1.109900000000000000e+04
1.160000017285346985e+02,1.098400000000000000e+04
1.162000017315149307e+02,1.093900000000000000e+04
1.164000017344951630e+02,1.121000000000000000e+04
1.166000017374753952e+02,1.127900000000000000e+04
1.168000017404556274e+02,1.119700000000000000e+04
1.170000017434358597e+02,1.108000000000000000e+04
1.172000017464160919e+02,1.077200000000000000e+04
1.174000017493963242e+02,1.052300000000000000e+04
1.176000017523765564e+02,1.049000000000000000e+04
1.178000017553567886e+02,1.055900000000000000e+04
1.180000017583370209e+02,1.053800000000000000e+04
1.182000017613172531e+02,1.038100000000000000e+04
1.184000017642974854e+02,1.036600000000000000e+04
1.186000017672777176e+02,1.065600000000000000e+04
1.188000017702579498e+02,1.070500000000000000e+04
1.190000017732381821e+02,1.097200000000000000e+04
1.192000017762184143e+02,1.140700000000000000e+04
1.194000017791986465e+02,1.186200000000000000e+04
1.196000017821788788e+02,1.171400000000000000e+04
1.198000017851591110e+02,1.182100000000000000e+04
1.200000017881393433e+02,1.181200000000000000e+04
1.202000017911195755e+02,1.167200000000000000e+04
1.204000017940998077e+02,1.155000000000000000e+04
1.206000017970800400e+02,1.139300000000000000e+04
1.208000018000602722e+02,1.128000000000000000e+04
1.210000018030405045e+02,1.124700000000000000e+04
1.212000018060207367e+02,1.114300000000000000e+04
1.214000018090009689e+02,1.120700000000000000e+04
1.216000018119812012e+02,1.143300000000000000e+04
1.218000018149614334e+02,1.152100000000000000e+04
1.220000018179416656e+02,1.140900000000000000e+04
1.222000018209218979e+02,1.129300000000000000e+04
1.224000018239021301e+02,1.159200000000000000e+04
1.226000018268823624e+02,1.148500000000000000e+04
1.228000018298625946e+02,1.109000000000000000e+04
1.230000018328428268e+02,1.114300000000000000e+04
1.232000018358230591e+02,1.136300000000000000e+04
1.234000018388032913e+02,1.160100000000000000e+04
1.236000018417835236e+02,1.177800000000000000e+04
1.238000018447637558e+02,1.200600000000000000e+04
1.240000018477439880e+02,1.176300000000000000e+04
1.242000018507242203e+02,1.157700000000000000e+04
1.244000018537044525e+02,1.150200000000000000e+04
1.246000018566846848e+02,1.179100000000000000e+04
1.248000018596649170e+02,1.183400000000000000e+04
1.250000018626451492e+02,1.158400000000000000e+04
1.252000018656253815e+02,1.130400000000000000e+04
1.254000018686056137e+02,1.172700000000000000e+04
1.256000018715858459e+02,1.183300000000000000e+04
1.258000018745660782e+02,1.190500000000000000e+04
1.260000018775463104e+02,1.201500000000000000e+04
1.262000018805265427e+02,1.233700000000000000e+04
1.264000018835067749e+02,1.209800000000000000e+04
1.266000018864870071e+02,1.195400000000000000e+04
1.268000018894672394e+02,1.196000000000000000e+04
1.270000018924474716e+02,1.205400000000000000e+04
1.272000018954277039e+02,1.211600000000000000e+04
1.274000018984079361e+02,1.206700000000000000e+04
1.276000019013881683e+02,1.198600000000000000e+04
1.278000019043684006e+02,1.172500000000000000e+04
1.280000019073486328e+02,1.156300000000000000e+04
1.282000019103288651e+02,1.160700000000000000e+04
1.284000019133090973e+02,1.158700000000000000e+04
1.286000019162893295e+02,1.113400000000000000e+04
1.288000019192695618e+02,1.159200000000000000e+04
1.290000019222497940e+02,1.132700000000000000e+04
1.292000019252300262e+02,1.190600000000000000e+04
1.294000019282102585e+02,1.172500000000000000e+04
1.296000019311904907e+02,1.208400000000000000e+04
1.298000019341707230e+02,1.226200000000000000e+04
1.300000019371509552e+02,1.185500000000000000e+04
1.302000019401311874e+02,1.196500000000000000e+04
1.304000019431114197e+02,1.209200000000000000e+04
1.306000019460916519e+02,1.178600000000000000e+04
1.308000019490718842e+02,1.176400000000000000e+04
1.310000019520521164e+02,1.197300000000000000e+04
1.312000019550323486e+02,1.221500000000000000e+04
1.314000019580125809e+02,1.229000000000000000e+04
1.316000019609928131e+02,1.205800000000000000e+04
1.318000019639730453e+02,1.192500000000000000e+04
1.320000019669532776e+02,1.215300000000000000e+04
1.322000019699335098e+02,1.184300000000000000e+04
1.324000019729137421e+02,1.138900000000000000e+04
1.326000019758939743e+02,1.114200000000000000e+04
1.328000019788742065e+02,1.136100000000000000e+04
1.330000019818544388e+02,1.138400000000000000e+04
1.332000019848346710e+02,1.139400000000000000e+04
1.334000019878149033e+02,1.143200000000000000e+04
1.336000019907951355e+02,1.155200000000000000e+04
1.338000019937753677e+02,1.182000000000000000e+04
1.340000019967556000e+02,1.162300000000000000e+04
1.342000019997358322e+02,1.155500000000000000e+04
1.344000020027160645e+02,1.142900000000000000e+04
1.346000020056962967e+02,1.143500000000000000e+04
1.348000020086765289e+02,1.121800000000000000e+04
1.350000020116567612e+02,1.148400000000000000e+04
1.352000020146369934e+02,1.176600000000000000e+04
1.354000020176172256e+02,1.165300000000000000e+04
1.356000020205974579e+02,1.214700000000000000e+04
1.358000020235776901e+02,1.202100000000000000e+04
1.360000020265579224e+02,1.143300000000000000e+04
1.362000020295381546e+02,1.143800000000000000e+04
1.364000020325183868e+02,1.164600000000000000e+04
1.366000020354986191e+02,1.183100000000000000e+04
1.368000020384788513e+02,1.183100000000000000e+04
1.370000020414590836e+02,1.186000000000000000e+04
1.372000020444393158e+02,1.140200000000000000e+04
1.374000020474195480e+02,1.129800000000000000e+04
1.376000020503997803e+02,1.117900000000000000e+04
1.378000020533800125e+02,1.123500000000000000e+04
1.380000020563602448e+02,1.139800000000000000e+04
1.382000020593404770e+02,1.114100000000000000e+04
1.384000020623207092e+02,1.094300000000000000e+04
1.386000020653009415e+02,1.106800000000000000e+04
1.388000020682811737e+02,1.066400000000000000e+04
1.390000020712614059e+02,1.050800000000000000e+04
1.392000020742416382e+02,1.066800000000000000e+04
1.394000020772218704e+02,1.054000000000000000e+04
1.396000020802021027e+02,1.038100000000000000e+04
1.398000020831823349e+02,1.055800000000000000e+04
1.400000020861625671e+02,1.052100000000000000e+04
1.402000020891427994e+02,1.072200000000000000e+04
1.404000020921230316e+02,1.067500000000000000e+04
1.406000020951032639e+02,1.068000000000000000e+04
1.408000020980834961e+02,1.068200000000000000e+04
1.410000021010637283e+02,1.059800000000000000e+04
1.412000021040439606e+02,1.066200000000000000e+04
1.414000021070241928e+02,1.040100000000000000e+04
1.416000021100044250e+02,1.068500000000000000e+04
1.418000021129846573e+02,1.061600000000000000e+04
1.420000021159648895e+02,1.078500000000000000e+04
1.422000021189451218e+02,1.028400000000000000e+04
1.424000021219253540e+02,1.063000000000000000e+04
1.426000021249055862e+02,1.062000000000000000e+04
1.428000021278858185e+02,1.059100000000000000e+04
1.430000021308660507e+02,1.025800000000000000e+04
1.432000021338462830e+02,1.017400000000000000e+04
1.434000021368265152e+02,9.858000000000000000e+03
1.436000021398067474e+02,1.011700000000000000e+04
1.438000021427869797e+02,1.013700000000000000e+04
1.440000021457672119e+02,1.027800000000000000e+04
1.442000021487474442e+02,1.040600000000000000e+04
1.444000021517276764e+02,1.028800000000000000e+04
1.446000021547079086e+02,1.036500000000000000e+04
1.448000021576881409e+02,1.018800000000000000e+04
1.450000021606683731e+02,1.001200000000000000e+04
1.452000021636486053e+02,9.960000000000000000e+03
1.454000021666288376e+02,9.932000000000000000e+03
1.456000021696090698e+02,1.006900000000000000e+04
1.458000021725893021e+02,9.938000000000000000e+03
1.460000021755695343e+02,9.761000000000000000e+03
1.462000021785497665e+02,9.843000000000000000e+03
1.464000021815299988e+02,9.591000000000000000e+03
1.466000021845102310e+02,9.637000000000000000e+03
1.468000021874904633e+02,9.938000000000000000e+03
1.470000021904706955e+02,9.619000000000000000e+03
1.472000021934509277e+02,9.554000000000000000e+03
1.474000021964311600e+02,9.382000000000000000e+03
1.476000021994113922e+02,9.381000000000000000e+03
1.478000022023916245e+02,9.361000000000000000e+03
1.480000022053718567e+02,9.556000000000000000e+03
1.482000022083520889e+02,9.850000000000000000e+03
1.484000022113323212e+02,9.650000000000000000e+03
1.486000022143125534e+02,9.504000000000000000e+03
1.488000022172927856e+02,9.467000000000000000e+03
1.490000022202730179e+02,9.256000000000000000e+03
1.492000022232532501e+02,9.105000000000000000e+03
1.494000022262334824e+02,9.502000000000000000e+03
1.496000022292137146e+02,9.397000000000000000e+03
1.498000022321939468e+02,9.107000000000000000e+03
1.500000022351741791e+02,9.206000000000000000e+03
1.502000022381544113e+02,9.376000000000000000e+03
1.504000022411346436e+02,9.428000000000000000e+03
1.506000022441148758e+02,9.363000000000000000e+03
1.508000022470951080e+02,9.255000000000000000e+03
1.510000022500753403e+02,9.073000000000000000e+03
1.512000022530555725e+02,8.963000000000000000e+03
1.514000022560358047e+02,8.957000000000000000e+03
1.516000022590160370e+02,8.698000000000000000e+03
1.518000022619962692e+02,9.102000000000000000e+03
1.520000022649765015e+02,9.284000000000000000e+03
1.522000022679567337e+02,9.153000000000000000e+03
1.524000022709369659e+02,8.966000000000000000e+03
1.526000022739171982e+02,8.970000000000000000e+03
1.528000022768974304e+02,8.864000000000000000e+03
1.530000022798776627e+02,8.944000000000000000e+03
1.532000022828578949e+02,9.137000000000000000e+03
1.534000022858381271e+02,9.025000000000000000e+03
1.536000022888183594e+02,9.199000000000000000e+03
1.538000022917985916e+02,9.470000000000000000e+03
1.540000022947788239e+02,9.837000000000000000e+03
1.542000022977590561e+02,9.661000000000000000e+03
1.544000023007392883e+02,9.262000000000000000e+03
1.546000023037195206e+02,8.992000000000000000e+03
1.548000023066997528e+02,9.086000000000000000e+03
1.550000023096799850e+02,9.329000000000000000e+03
1.552000023126602173e+02,9.395000000000000000e+03
1.554000023156404495e+02,9.389000000000000000e+03
1.556000023186206818e+02,9.521000000000000000e+03
1.558000023216009140e+02,9.581000000000000000e+03
1.560000023245811462e+02,9.586000000000000000e+03
1.562000023275613785e+02,9.784000000000000000e+03
1.564000023305416107e+02,1.005900000000000000e+04
1.566000023335218430e+02,9.969000000000000000e+03
1.568000023365020752e+02,1.019500000000000000e+04
1.570000023394823074e+02,9.876000000000000000e+03
1.572000023424625397e+02,9.438000000000000000e+03
1.574000023454427719e+02,9.589000000000000000e+03
1.576000023484230042e+02,9.672000000000000000e+03
1.578000023514032364e+02,9.563000000000000000e+03
1.580000023543834686e+02,9.383000000000000000e+03
1.582000023573637009e+02,9.450000000000000000e+03
1.584000023603439331e+02,9.481000000000000000e+03
1.586000023633241653e+02,9.463000000000000000e+03
1.588000023663043976e+02,9.329000000000000000e+03
1.590000023692846298e+02,9.278000000000000000e+03
1.592000023722648621e+02,9.175000000000000000e+03
1.594000023752450943e+02,9.162000000000000000e+03
1.596000023782253265e+02,9.052000000000000000e+03
1.598000023812055588e+02,8.996000000000000000e+03
1.600000023841857910e+02,9.246000000000000000e+03
1.602000023871660233e+02,9.117000000000000000e+03
1.604000023901462555e+02,9.068000000000000000e+03
1.606000023931264877e+02,9.171000000000000000e+03
1.608000023961067200e+02,9.357000000000000000e+03
1.610000023990869522e+02,9.159000000000000000e+03
1.612000024020671844e+02,9.182000000000000000e+03
1.614000024050474167e+02,9.088000000000000000e+03
1.616000024080276489e+02,9.207000000000000000e+03
1.618000024110078812e+02,8.895000000000000000e+03
1.620000024139881134e+02,8.776000000000000000e+03
1.622000024169683456e+02,8.748000000000000000e+03
1.624000024199485779e+02,9.059000000000000000e+03
1.626000024229288101e+02,9.051000000000000000e+03
1.628000024259090424e+02,9.042000000000000000e+03
1.630000024288892746e+02,9.068000000000000000e+03
1.632000024318695068e+02,9.033000000000000000e+03
1.634000024348497391e+02,8.943000000000000000e+03
1.636000024378299713e+02,8.663000000000000000e+03
1.638000024408102036e+02,8.931000000000000000e+03
1.640000024437904358e+02,9.122000000000000000e+03
1.642000024467706680e+02,9.083000000000000000e+03
1.644000024497509003e+02,8.892000000000000000e+03
1.646000024527311325e+02,9.011000000000000000e+03
1.648000024557113647e+02,9.072000000000000000e+03
1.650000024586915970e+02,9.013000000000000000e+03
1.652000024616718292e+02,9.027000000000000000e+03
1.654000024646520615e+02,8.999000000000000000e+03
1.656000024676322937e+02,8.732000000000000000e+03
1.658000024706125259e+02,8.775000000000000000e+03
1.660000024735927582e+02,8.954000000000000000e+03
1.662000024765729904e+02,8.566000000000000000e+03
1.664000024795532227e+02,8.796000000000000000e+03
1.666000024825334549e+02,8.732000000000000000e+03
1.668000024855136871e+02,9.044000000000000000e+03
1.670000024884939194e+02,9.255000000000000000e+03
1.672000024914741516e+02,9.016000000000000000e+03
1.674000024944543839e+02,9.021000000000000000e+03
1.676000024974346161e+02,9.168000000000000000e+03
1.678000025004148483e+02,8.883000000000000000e+03
1.680000025033950806e+02,8.491000000000000000e+03
1.682000025063753128e+02,8.673000000000000000e+03
1.684000025093555450e+02,8.780000000000000000e+03
1.686000025123357773e+02,8.557000000000000000e+03
1.688000025153160095e+02,9.032000000000000000e+03
1.690000025182962418e+02,9.008000000000000000e+03
1.692000025212764740e+02,8.970000000000000000e+03
1.694000025242567062e+02,8.855000000000000000e+03
1.696000025272369385e+02,8.924000000000000000e+03
1.698000025302171707e+02,8.730000000000000000e+03
1.700000025331974030e+02,8.479000000000000000e+03
1.702000025361776352e+02,8.313000000000000000e+03
1.704000025391578674e+02,8.168000000000000000e+03
1.706000025421380997e+02,8.470000000000000000e+03
1.708000025451183319e+02,8.701000000000000000e+03
1.710000025480985641e+02,8.628000000000000000e+03
1.712000025510787964e+02,8.822000000000000000e+03
1.714000025540590286e+02,8.757000000000000000e+03
1.716000025570392609e+02,8.889000000000000000e+03
1.718000025600194931e+02,8.571000000000000000e+03
1.720000025629997253e+02,8.437000000000000000e+03
1.722000025659799576e+02,8.339000000000000000e+03
1.724000025689601898e+02,8.261000000000000000e+03
1.726000025719404221e+02,8.325000000000000000e+03
1.728000025749206543e+02,8.390000000000000000e+03
1.730000025779008865e+02,8.258000000000000000e+03
1.732000025808811188e+02,8.228000000000000000e+03
1.734000025838613510e+02,8.012000000000000000e+03
1.736000025868415833e+02,8.102000000000000000e+03
1.738000025898218155e+02,8.361000000000000000e+03
1.740000025928020477e+02,8.406000000000000000e+03
1.742000025957822800e+02,8.215000000000000000e+03
1.744000025987625122e+02,8.061000000000000000e+03
1.746000026017427444e+02,7.938000000000000000e+03
1.748000026047229767e+02,8.024000000000000000e+03
1.750000026077032089e+02,8.162000000000000000e+03
1.752000026106834412e+02,8.184000000000000000e+03
1.754000026136636734e+02,8.279000000000000000e+03
1.756000026166439056e+02,8.114000000000000000e+03
1.758000026196241379e+02,7.884000000000000000e+03
1.760000026226043701e+02,8.021000000000000000e+03
1.762000026255846024e+02,7.841000000000000000e+03
1.764000026285648346e+02,7.957000000000000000e+03
1.766000026315450668e+02,7.944000000000000000e+03
1.768000026345252991e+02,8.054000000000000000e+03
1.770000026375055313e+02,7.730000000000000000e+03
1.772000026404857635e+02,7.700000000000000000e+03
1.774000026434659958e+02,7.678000000000000000e+03
1.776000026464462280e+02,7.536000000000000000e+03
1.778000026494264603e+02,7.542000000000000000e+03
1.780000026524066925e+02,7.631000000000000000e+03
1.782000026553869247e+02,7.964000000000000000e+03
1.784000026583671570e+02,8.022000000000000000e+03
1.786000026613473892e+02,7.512000000000000000e+03
1.788000026643276215e+02,7.402000000000000000e+03
1.790000026673078537e+02,7.528000000000000000e+03
1.792000026702880859e+02,7.667000000000000000e+03
1.794000026732683182e+02,7.591000000000000000e+03
1.796000026762485504e+02,7.553000000000000000e+03
1.798000026792287827e+02,7.691000000000000000e+03
1.800000026822090149e+02,7.791000000000000000e+03
1.802000026851892471e+02,7.705000000000000000e+03
1.804000026881694794e+02,7.453000000000000000e+03
1.806000026911497116e+02,7.235000000000000000e+03
1.808000026941299438e+02,7.292000000000000000e+03
1.810000026971101761e+02,7.428000000000000000e+03
1.812000027000904083e+02,7.470000000000000000e+03
1.814000027030706406e+02,7.270000000000000000e+03
1.816000027060508728e+02,6.959000000000000000e+03
1.818000027090311050e+02,7.150000000000000000e+03
1.820000027120113373e+02,7.091000000000000000e+03
1.822000027149915695e+02,7.100000000000000000e+03
1.824000027179718018e+02,7.300000000000000000e+03
1.826000027209520340e+02,7.285000000000000000e+03
1.828000027239322662e+02,7.270000000000000000e+03
1.830000027269124985e+02,7.041000000000000000e+03
1.832000027298927307e+02,6.792000000000000000e+03
1.834000027328729630e+02,6.782000000000000000e+03
1.836000027358531952e+02,6.875000000000000000e+03
1.838000027388334274e+02,6.921000000000000000e+03
1.840000027418136597e+02,6.764000000000000000e+03
1.842000027447938919e+02,6.815000000000000000e+03
1.844000027477741241e+02,6.834000000000000000e+03
1.846000027507543564e+02,6.973000000000000000e+03
1.848000027537345886e+02,6.870000000000000000e+03
1.850000027567148209e+02,7.009000000000000000e+03
1.852000027596950531e+02,7.197000000000000000e+03
1.854000027626752853e+02,7.259000000000000000e+03
1.856000027656555176e+02,7.063000000000000000e+03
1.858000027686357498e+02,6.911000000000000000e+03
1.860000027716159821e+02,6.987000000000000000e+03
1.862000027745962143e+02,7.011000000000000000e+03
1.864000027775764465e+02,6.947000000000000000e+03
1.866000027805566788e+02,6.860000000000000000e+03
1.868000027835369110e+02,6.738000000000000000e+03
1.870000027865171432e+02,6.813000000000000000e+03
1.872000027894973755e+02,6.811000000000000000e+03
1.874000027924776077e+02,6.833000000000000000e+03
1.876000027954578400e+02,6.892000000000000000e+03
1.878000027984380722e+02,6.744000000000000000e+03
1.880000028014183044e+02,6.726000000000000000e+03
1.882000028043985367e+02,6.702000000000000000e+03
1.884000028073787689e+02,6.841000000000000000e+03
1.886000028103590012e+02,6.800000000000000000e+03
1.888000028133392334e+02,6.751000000000000000e+03
1.890000028163194656e+02,6.654000000000000000e+03
1.892000028192996979e+02,6.663000000000000000e+03
1.894000028222799301e+02,6.715000000000000000e+03
1.896000028252601624e+02,6.435000000000000000e+03
1.898000028282403946e+02,6.436000000000000000e+03
1.900000028312206268e+02,6.354000000000000000e+03
1.902000028342008591e+02,6.282000000000000000e+03
1.904000028371810913e+02,6.430000000000000000e+03
1.906000028401613235e+02,6.379000000000000000e+03
1.908000028431415558e+02,6.439000000000000000e+03
1.910000028461217880e+02,6.439000000000000000e+03
1.912000028491020203e+02,6.467000000000000000e+03
1.914000028520822525e+02,6.800000000000000000e+03
1.916000028550624847e+02,6.773000000000000000e+03
1.918000028580427170e+02,6.744000000000000000e+03
1.920000028610229492e+02,6.549000000000000000e+03
1.922000028640031815e+02,6.669000000000000000e+03
1.924000028669834137e+02,6.504000000000000000e+03
1.926000028699636459e+02,6.445000000000000000e+03
1.928000028729438782e+02,6.343000000000000000e+03
1.930000028759241104e+02,6.233000000000000000e+03
1.932000028789043427e+02,6.214000000000000000e+03
1.934000028818845749e+02,6.138000000000000000e+03
1.936000028848648071e+02,5.966000000000000000e+03
1.938000028878450394e+02,6.191000000000000000e+03
1.940000028908252716e+02,6.170000000000000000e+03
1.942000028938055038e+02,6.376000000000000000e+03
1.944000028967857361e+02,6.103000000000000000e+03
1.946000028997659683e+02,6.144000000000000000e+03
1.948000029027462006e+02,6.137000000000000000e+03
1.950000029057264328e+02,6.368000000000000000e+03
1.952000029087066650e+02,6.380000000000000000e+03
1.954000029116868973e+02,6.055000000000000000e+03
1.956000029146671295e+02,6.016000000000000000e+03
1.958000029176473618e+02,6.197000000000000000e+03
1.960000029206275940e+02,6.307000000000000000e+03
1.962000029236078262e+02,6.602000000000000000e+03
1.964000029265880585e+02,6.441000000000000000e+03
1.966000029295682907e+02,6.261000000000000000e+03
1.968000029325485229e+02,6.236000000000000000e+03
1.970000029355287552e+02,6.058000000000000000e+03
1.972000029385089874e+02,6.268000000000000000e+03
1.974000029414892197e+02,6.189000000000000000e+03
1.976000029444694519e+02,6.073000000000000000e+03
1.978000029474496841e+02,6.085000000000000000e+03
1.980000029504299164e+02,6.133000000000000000e+03
1.982000029534101486e+02,6.232000000000000000e+03
1.984000029563903809e+02,6.393000000000000000e+03
1.986000029593706131e+02,5.993000000000000000e+03
1.988000029623508453e+02,6.114000000000000000e+03
1.990000029653310776e+02,5.887000000000000000e+03
1.992000029683113098e+02,5.827000000000000000e+03
1.994000029712915421e+02,5.986000000000000000e+03
1.996000029742717743e+02,6.001000000000000000e+03
1.998000029772520065e+02,6.103000000000000000e+03
2.000000029802322388e+02,6.048000000000000000e+03
2.002000029832124710e+02,5.904000000000000000e+03
2.004000029861927032e+02,5.732000000000000000e+03
2.006000029891729355e+02,5.654000000000000000e+03
2.008000029921531677e+02,5.963000000000000000e+03
2.010000029951334000e+02,5.830000000000000000e+03
2.012000029981136322e+02,5.848000000000000000e+03
2.014000030010938644e+02,5.510000000000000000e+03
2.016000030040740967e+02,5.688000000000000000e+03
2.018000030070543289e+02,5.783000000000000000e+03
2.020000030100345612e+02,6.173000000000000000e+03
2.022000030130147934e+02,6.246000000000000000e+03
2.024000030159950256e+02,5.940000000000000000e+03
2.026000030189752579e+02,6.163000000000000000e+03
2.028000030219554901e+02,5.921000000000000000e+03
2.030000030249357224e+02,5.543000000000000000e+03
2.032000030279159546e+02,5.585000000000000000e+03
2.034000030308961868e+02,5.653000000000000000e+03
2.036000030338764191e+02,5.500000000000000000e+03
2.038000030368566513e+02,5.295000000000000000e+03
2.040000030398368835e+02,5.723000000000000000e+03
2.042000030428171158e+02,5.715000000000000000e+03
2.044000030457973480e+02,5.440000000000000000e+03
2.046000030487775803e+02,5.318000000000000000e+03
2.048000030517578125e+02,5.419000000000000000e+03
2.050000030547380447e+02,5.765000000000000000e+03
2.052000030577182770e+02,5.727000000000000000e+03
2.054000030606985092e+02,5.685000000000000000e+03
2.056000030636787415e+02,5.617000000000000000e+03
2.058000030666589737e+02,5.492000000000000000e+03
2.060000030696392059e+02,5.606000000000000000e+03
2.062000030726194382e+02,5.788000000000000000e+03
